Transient,UserID,UserName,Response,Timestamp
ANT2024dvq8k5ah5y1o,U9FKJJT6G,gnarayan,downvote,1745150524.260789
ANT2025dixphrnqnbjl,U02JXRVMCLW,vav5084,upvote,1746015250.894209
ANT2024pcedwu51c9td,U02JXRVMCLW,vav5084,upvote,1746101995.865319
ANT2024znv9avlj9xet,U02JXRVMCLW,vav5084,upvote,1746101996.961539
ANT2025bmojvzmfgm6x,U02JXRVMCLW,vav5084,downvote,1746101998.233499
ANT2024dvq8k5ah5y1o,U02JXRVMCLW,vav5084,strong_upvote,1746101999.333009
ANT2025wvtss36xedyi,U02JXRVMCLW,vav5084,downvote,1746102000.993809
ANT2025ncn8facjbfea,U02JXRVMCLW,vav5084,downvote,1747319714.169299
ANT2025bmojvzmfgm6x,U9DHCDBDL,foley,downvote,1746101998.233499
ANT20240yb2v0amgcmh,U9FKJJT6G,gnarayan,downvote,1746186028.371939
ANT2025wvtss36xedyi,U9FKJJT6G,gnarayan,upvote,1746704541.432039
ANT2025zxmaaga2ctwi,U9FKJJT6G,gnarayan,strong_upvote,1746272648.042759
ANT2025y6pcfa8sr1ra,U9FKJJT6G,gnarayan,strong_upvote,1746272646.857289
ANT20255ndze8i4bhy2,U9FKJJT6G,gnarayan,upvote,1746272645.759429
ANT2025pmd2wv30qr71,U9FKJJT6G,gnarayan,upvote,1746272644.559509
ANT2025wvtss36xedyi,U9FKJJT6G,gnarayan,downvote,1746704541.432039
ANT2025pmd2wv30qr71,U9DHCDBDL,foley,upvote,1746789593.551579
ANT2025jqv1nsybpjni,U9FKJJT6G,gnarayan,strong_upvote,1747048438.535289
ANT2025ng37gh05j7m9,U9FKJJT6G,gnarayan,downvote,1747246928.474389
ANT2025d60bfr95anxm,U9FKJJT6G,gnarayan,strong_upvote,1747246925.781529
ANT2025xtf1c7rqceth,U02JXRVMCLW,vav5084,downvote,1747319713.154349
ANT2025ncn8facjbfea,U9FKJJT6G,gnarayan,downvote,1747319714.169299
ANT2025horrkys8e0mj,U02JXRVHSRL,kmd6851,downvote,1748908900.211239
ANT2025munxk4pfr5au,U9FKJJT6G,gnarayan,downvote,1748964304.733779
ANT2025horrkys8e0mj,U9FKJJT6G,gnarayan,downvote,1748908900.211239
ANT2025d60bfr95anxm,U9FKJJT6G,gnarayan,downvote,1748908898.430709
ANT20251zhfcbq84fp1,U9FKJJT6G,gnarayan,downvote,1748908896.589949
ANT2025horrkys8e0mj,UQ2BR0UMV,gaglian2,downvote,1748908900.211239
ANT2025horrkys8e0mj,U043E43B3LH,cbr5597,downvote,1748908900.211239
ANT2025d60bfr95anxm,U043E43B3LH,cbr5597,downvote,1748908898.430709
ANT2025rdjfxs20u8dk,U02JXRVMCLW,vav5084,downvote,1748964302.112239
ANT20259e7yceul08h3,U02JXRVMCLW,vav5084,downvote,1748964308.732789
ANT2025rdjfxs20u8dk,U9FKJJT6G,gnarayan,downvote,1748964302.112239
ANT2025zxmaaga2ctwi,U9FKJJT6G,gnarayan,downvote,1748964306.015039
ANT2024dvq8k5ah5y1o,U9FKJJT6G,gnarayan,strong_upvote,1748964307.490749
ANT20259e7yceul08h3,U9FKJJT6G,gnarayan,downvote,1748964308.732789
